model,variable,value,barr_type,option_type,n_samples,eta,closed,fdm,reference,mc_mean,mc_std,mc_rel_error_pct,cvae_mean,cvae_std,cvae_rel_error_pct,mc_seconds_mean,cvae_seconds_mean,used_sample_count_mean,discarded_sample_count_mean,discarded_sample_pct_mean,regenerated_sample_count_mean,regenerated_sample_pct_mean,error
hes,theta,0.15,van,call,10000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.1801173271636831,0.1801173271636831,0.1798022017969107,0.002807284379412977,0.17495560906587124,0.1784544592432898,0.0024849801700565855,0.9232137443846015,0.9010821513022529,0.007188954737503081,9847.54,152.46,1.5245999999999997,0.0,0.0,
hes,theta,0.15,van,call,100000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.1801173271636831,0.1801173271636831,0.18019457870933503,0.0007029811351500991,0.04288956918716528,0.17795270919689007,0.0007680794130559296,1.2017821943504081,0.9105911523185205,0.056012026778189464,98448.04,1551.96,1.55196,0.0,0.0,
hes,theta,0.15,van,put,1000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.13611480867595643,0.13611480867595643,0.1369930114656157,0.006921454775774312,0.6451926856467046,0.13654505415829207,0.005146214806489289,0.3160901348801137,0.8896017511811806,0.002251003533601761,983.9,16.1,1.61,0.0,0.0,
hes,theta,0.15,van,put,10000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.13611480867595643,0.13611480867595643,0.13623267448947848,0.0021244350172372802,0.08659293920226484,0.13545333441800403,0.002058726581947922,0.4859678857773311,0.9010821513022529,0.007188954737503081,9847.54,152.46,1.5245999999999997,0.0,0.0,
hes,theta,0.15,van,put,100000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.13611480867595643,0.13611480867595643,0.1360855913519066,0.0006726074876253779,0.021465205978724314,0.13552314492619,0.0006276111872925475,0.43467992610193357,0.9105911523185205,0.056012026778189464,98448.04,1551.96,1.55196,0.0,0.0,
hes,theta,0.15,barr,call,1000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.14777938891675307,0.14777938891675307,0.14769461658826055,0.007226061878500114,0.05736410815738016,0.14699509094673893,0.008331210108552454,0.5307221634648602,0.8896017511811806,0.002251003533601761,983.9,16.1,1.61,0.0,0.0,
hes,theta,0.15,barr,call,10000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.14777938891675307,0.14777938891675307,0.14747792764625867,0.0026298497830377185,0.20399412442030487,0.14608090825754505,0.002672683581629743,1.1493352839378772,0.9010821513022529,0.007188954737503081,9847.54,152.46,1.5245999999999997,0.0,0.0,
hes,theta,0.15,barr,call,100000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.14777938891675307,0.14777938891675307,0.1478210099244199,0.0007172882848412147,0.028164284594705543,0.1457954571931235,0.0007901400746301941,1.3424955524394229,0.9105911523185205,0.056012026778189464,98448.04,1551.96,1.55196,0.0,0.0,
hes,theta,0.15,barr,put,1000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.0026292948847572747,0.0026292948847572747,0.00267824825034769,0.0005076940013650447,1.8618438682633471,0.0027579466866800616,0.00047529603941173505,4.893015335351533,0.8896017511811806,0.002251003533601761,983.9,16.1,1.61,0.0,0.0,
hes,theta,0.15,barr,put,10000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.0026292948847572747,0.0026292948847572747,0.0026641855972919515,0.00012444631013971212,1.326998836720352,0.0026857716415024375,0.00013809171585343384,2.147981083163158,0.9010821513022529,0.007188954737503081,9847.54,152.46,1.5245999999999997,0.0,0.0,
hes,theta,0.15,barr,put,100000,"(1.0, 1.0, 0.03, 2, 0.15, 0.5, -0.7, 0.05, 1.5)",,0.0026292948847572747,0.0026292948847572747,0.002640434295080114,5.4435581587381366e-05,0.42366530994364693,0.0026601028268540008,5.0682035916970624e-05,1.1717187857219025,0.9105911523185205,0.056012026778189464,98448.04,1551.96,1.55196,0.0,0.0,
